使用时间,令牌名称,模型名称,提示令牌,完成令牌,配额消耗,耗时
2025-09-26 21:44:56,Netflixbuddy,gpt-4o-mini,969,24,$0.000160,1 秒
2025-09-26 21:44:55,Netflixbuddy,gpt-4o-mini,1039,21,$0.000170,0 秒
2025-09-26 21:44:55,Netflixbuddy,gpt-4o-mini,1032,16,$0.000166,1 秒
2025-09-26 21:44:55,Netflixbuddy,gpt-4o-mini,1093,16,$0.000174,1 秒
2025-09-26 21:44:54,Netflixbuddy,gpt-4o-mini,1020,21,$0.000166,1 秒
2025-09-26 21:44:53,Netflixbuddy,gpt-4o-mini,1028,20,$0.000168,1 秒
2025-09-26 21:44:16,Netflixbuddy,gpt-4o-mini,1028,23,$0.000168,1 秒
2025-09-26 21:44:16,Netflixbuddy,gpt-4o-mini,953,24,$0.000158,1 秒
2025-09-26 21:44:16,Netflixbuddy,gpt-4o-mini,955,20,$0.000156,1 秒
2025-09-26 21:44:16,Netflixbuddy,gpt-4o-mini,966,19,$0.000158,1 秒
2025-09-26 21:44:15,Netflixbuddy,gpt-4o-mini,1164,18,$0.000186,0 秒
2025-09-26 21:44:15,Netflixbuddy,gpt-4o-mini,936,21,$0.000154,1 秒
2025-09-26 21:44:15,Netflixbuddy,gpt-4o-mini,1061,22,$0.000174,1 秒
2025-09-26 21:44:14,Netflixbuddy,gpt-4o-mini,1083,18,$0.000174,0 秒
2025-09-26 21:44:14,Netflixbuddy,gpt-4o-mini,1150,17,$0.000184,0 秒
2025-09-26 21:44:14,Netflixbuddy,gpt-4o-mini,990,21,$0.000162,1 秒
2025-09-26 21:44:14,Netflixbuddy,gpt-4o-mini,1055,20,$0.000172,0 秒
2025-09-26 21:44:13,Netflixbuddy,gpt-4o-mini,1171,22,$0.000190,1 秒
2025-09-26 21:44:13,Netflixbuddy,gpt-4o-mini,934,18,$0.000152,1 秒
2025-09-26 21:44:13,Netflixbuddy,gpt-4o-mini,955,15,$0.000154,1 秒
2025-09-26 21:44:12,Netflixbuddy,gpt-4o-mini,945,20,$0.000154,1 秒
2025-09-26 21:44:12,Netflixbuddy,gpt-4o-mini,986,22,$0.000162,1 秒
2025-09-26 21:44:12,Netflixbuddy,gpt-4o-mini,1057,19,$0.000170,1 秒
2025-09-26 21:44:12,Netflixbuddy,gpt-4o-mini,1013,19,$0.000164,0 秒
2025-09-26 21:44:11,Netflixbuddy,gpt-4o-mini,1127,17,$0.000180,0 秒
2025-09-26 21:44:11,Netflixbuddy,gpt-4o-mini,954,24,$0.000158,0 秒
2025-09-26 21:44:11,Netflixbuddy,gpt-4o-mini,940,18,$0.000152,1 秒
2025-09-26 21:44:10,Netflixbuddy,gpt-4o-mini,945,20,$0.000154,2 秒
2025-09-26 21:44:10,Netflixbuddy,gpt-4o-mini,946,19,$0.000154,1 秒
2025-09-26 21:44:10,Netflixbuddy,gpt-4o-mini,1049,17,$0.000168,1 秒
2025-09-26 21:44:10,Netflixbuddy,gpt-4o-mini,1003,19,$0.000162,1 秒
2025-09-26 21:44:10,Netflixbuddy,gpt-4o-mini,1177,17,$0.000188,2 秒
2025-09-26 21:44:08,Netflixbuddy,gpt-4o-mini,975,19,$0.000158,1 秒
2025-09-26 21:44:08,Netflixbuddy,gpt-4o-mini,974,21,$0.000160,1 秒
2025-09-26 21:44:07,Netflixbuddy,gpt-4o-mini,978,21,$0.000160,1 秒
2025-09-26 21:44:06,Netflixbuddy,gpt-4o-mini,1070,20,$0.000174,1 秒
2025-09-26 21:43:50,Netflixbuddy,gpt-4o-mini,944,15,$0.000152,0 秒
2025-09-26 21:43:50,Netflixbuddy,gpt-4o-mini,1063,17,$0.000170,0 秒
2025-09-26 21:43:50,Netflixbuddy,gpt-4o-mini,861,25,$0.000146,1 秒
2025-09-26 21:43:50,Netflixbuddy,gpt-4o-mini,912,18,$0.000148,1 秒
2025-09-26 21:43:50,Netflixbuddy,gpt-4o-mini,841,17,$0.000138,1 秒
2025-09-26 21:43:50,Netflixbuddy,gpt-4o-mini,888,19,$0.000146,0 秒
2025-09-26 21:43:49,Netflixbuddy,gpt-4o-mini,915,22,$0.000152,1 秒
2025-09-26 21:43:49,Netflixbuddy,gpt-4o-mini,873,17,$0.000142,1 秒
2025-09-26 21:43:49,Netflixbuddy,gpt-4o-mini,871,18,$0.000142,1 秒
2025-09-26 21:43:49,Netflixbuddy,gpt-4o-mini,846,15,$0.000136,1 秒
2025-09-26 21:43:49,Netflixbuddy,gpt-4o-mini,1024,16,$0.000164,1 秒
2025-09-26 21:43:49,Netflixbuddy,gpt-4o-mini,989,17,$0.000160,1 秒
2025-09-26 21:43:49,Netflixbuddy,gpt-4o-mini,874,20,$0.000144,1 秒
2025-09-26 21:43:48,Netflixbuddy,gpt-4o-mini,952,14,$0.000152,0 秒
2025-09-26 21:43:48,Netflixbuddy,gpt-4o-mini,1087,17,$0.000174,1 秒
2025-09-26 21:43:48,Netflixbuddy,gpt-4o-mini,850,22,$0.000142,2 秒
2025-09-26 21:43:48,Netflixbuddy,gpt-4o-mini,908,19,$0.000148,1 秒
2025-09-26 21:43:47,Netflixbuddy,gpt-4o-mini,824,17,$0.000134,1 秒
2025-09-26 21:43:47,Netflixbuddy,gpt-4o-mini,804,20,$0.000134,1 秒
2025-09-26 21:43:47,Netflixbuddy,gpt-4o-mini,830,16,$0.000136,1 秒
2025-09-26 21:43:47,Netflixbuddy,gpt-4o-mini,871,21,$0.000144,1 秒
2025-09-26 21:43:47,Netflixbuddy,gpt-4o-mini,894,15,$0.000144,1 秒
2025-09-26 21:43:47,Netflixbuddy,gpt-4o-mini,1002,12,$0.000158,1 秒
2025-09-26 21:43:47,Netflixbuddy,gpt-4o-mini,774,19,$0.000128,1 秒
2025-09-26 21:43:46,Netflixbuddy,gpt-4o-mini,864,15,$0.000140,1 秒
2025-09-26 21:43:45,Netflixbuddy,gpt-4o-mini,1110,20,$0.000180,0 秒
2025-09-26 21:43:45,Netflixbuddy,gpt-4o-mini,1121,20,$0.000182,0 秒
2025-09-26 21:43:45,Netflixbuddy,gpt-4o-mini,1062,16,$0.000170,3 秒
2025-09-26 21:43:45,Netflixbuddy,gpt-4o-mini,1089,22,$0.000178,1 秒
2025-09-26 21:43:45,Netflixbuddy,gpt-4o-mini,1095,19,$0.000176,1 秒
2025-09-26 21:43:45,Netflixbuddy,gpt-4o-mini,1113,17,$0.000178,1 秒
2025-09-26 21:43:45,Netflixbuddy,gpt-4o-mini,1063,23,$0.000174,1 秒
2025-09-26 21:43:44,Netflixbuddy,gpt-4o-mini,1152,16,$0.000184,1 秒
2025-09-26 21:43:44,Netflixbuddy,gpt-4o-mini,1249,20,$0.000200,1 秒
2025-09-26 21:43:43,Netflixbuddy,gpt-4o-mini,1189,19,$0.000190,0 秒
2025-09-26 21:43:43,Netflixbuddy,gpt-4o-mini,1092,17,$0.000174,1 秒
2025-09-26 21:43:43,Netflixbuddy,gpt-4o-mini,1063,17,$0.000170,1 秒
2025-09-26 21:43:42,Netflixbuddy,gpt-4o-mini,1125,17,$0.000180,1 秒
2025-09-26 21:43:42,Netflixbuddy,gpt-4o-mini,1221,18,$0.000194,0 秒
2025-09-26 21:43:41,Netflixbuddy,gpt-4o-mini,1054,20,$0.000172,1 秒
2025-09-26 21:43:41,Netflixbuddy,gpt-4o-mini,1181,17,$0.000188,1 秒
2025-09-26 21:43:40,Netflixbuddy,gpt-4o-mini,1007,20,$0.000164,1 秒
2025-09-26 21:43:39,Netflixbuddy,gpt-4o-mini,1013,20,$0.000164,1 秒
2025-09-26 21:43:18,Netflixbuddy,gpt-4o-mini,1041,21,$0.000170,0 秒
2025-09-26 21:43:17,Netflixbuddy,gpt-4o-mini,1016,16,$0.000162,1 秒
2025-09-26 21:43:15,Netflixbuddy,gpt-4o-mini,1014,21,$0.000166,0 秒
2025-09-26 21:43:15,Netflixbuddy,gpt-4o-mini,1005,24,$0.000166,1 秒
2025-09-26 21:43:15,Netflixbuddy,gpt-4o-mini,1043,23,$0.000172,1 秒
2025-09-26 21:43:14,Netflixbuddy,gpt-4o-mini,1020,17,$0.000164,1 秒
2025-09-26 21:43:13,Netflixbuddy,gpt-4o-mini,1079,20,$0.000174,0 秒
2025-09-26 21:43:13,Netflixbuddy,gpt-4o-mini,1061,19,$0.000172,1 秒
2025-09-26 21:43:09,Netflixbuddy,gpt-4o-mini,1191,19,$0.000192,1 秒
2025-09-26 21:43:05,Netflixbuddy,gpt-4o-mini,1085,20,$0.000176,1 秒
2025-09-26 21:42:57,Netflixbuddy,gpt-4o-mini,1253,21,$0.000202,1 秒
2025-09-26 21:42:57,Netflixbuddy,gpt-4o-mini,1182,18,$0.000190,1 秒
2025-09-26 21:42:57,Netflixbuddy,gpt-4o-mini,996,26,$0.000166,0 秒
2025-09-26 21:42:56,Netflixbuddy,gpt-4o-mini,1035,22,$0.000170,1 秒
2025-09-26 21:42:56,Netflixbuddy,gpt-4o-mini,1032,21,$0.000168,0 秒
2025-09-26 21:42:55,Netflixbuddy,gpt-4o-mini,1084,19,$0.000174,1 秒
2025-09-26 21:42:55,Netflixbuddy,gpt-4o-mini,1177,20,$0.000190,1 秒
2025-09-26 21:42:55,Netflixbuddy,gpt-4o-mini,1078,19,$0.000174,1 秒
2025-09-26 21:42:54,Netflixbuddy,gpt-4o-mini,1258,22,$0.000202,1 秒
2025-09-26 21:42:54,Netflixbuddy,gpt-4o-mini,1046,21,$0.000170,1 秒
2025-09-26 21:42:54,Netflixbuddy,gpt-4o-mini,1015,23,$0.000168,0 秒
2025-09-26 21:42:53,Netflixbuddy,gpt-4o-mini,1058,18,$0.000170,1 秒
2025-09-26 21:42:53,Netflixbuddy,gpt-4o-mini,1169,17,$0.000186,1 秒
2025-09-26 21:42:52,Netflixbuddy,gpt-4o-mini,1066,18,$0.000172,0 秒
2025-09-26 21:42:52,Netflixbuddy,gpt-4o-mini,1071,19,$0.000174,1 秒
2025-09-26 21:42:52,Netflixbuddy,gpt-4o-mini,1009,21,$0.000164,1 秒
2025-09-26 21:42:51,Netflixbuddy,gpt-4o-mini,1127,19,$0.000182,1 秒
2025-09-26 21:42:51,Netflixbuddy,gpt-4o-mini,1208,19,$0.000194,2 秒
2025-09-26 21:42:51,Netflixbuddy,gpt-4o-mini,994,22,$0.000164,1 秒
2025-09-26 21:42:50,Netflixbuddy,gpt-4o-mini,1021,23,$0.000168,0 秒
2025-09-26 21:42:49,Netflixbuddy,gpt-4o-mini,1087,25,$0.000180,1 秒
2025-09-26 21:42:48,Netflixbuddy,gpt-4o-mini,1180,21,$0.000190,1 秒
2025-09-26 21:42:47,Netflixbuddy,gpt-4o-mini,1009,18,$0.000164,1 秒
2025-09-26 21:42:46,Netflixbuddy,gpt-4o-mini,1009,22,$0.000166,1 秒
2025-09-26 21:42:39,Netflixbuddy,gpt-4o-mini,1038,21,$0.000170,1 秒
2025-09-26 21:42:39,Netflixbuddy,gpt-4o-mini,987,22,$0.000162,1 秒
2025-09-26 21:42:38,Netflixbuddy,gpt-4o-mini,1053,19,$0.000170,1 秒
2025-09-26 21:42:37,Netflixbuddy,gpt-4o-mini,1166,15,$0.000184,0 秒
2025-09-26 21:42:37,Netflixbuddy,gpt-4o-mini,1045,16,$0.000168,1 秒
2025-09-26 21:42:36,Netflixbuddy,gpt-4o-mini,1038,19,$0.000168,1 秒
2025-09-26 21:42:33,Netflixbuddy,gpt-4o-mini,1142,15,$0.000182,1 秒
2025-09-26 21:42:31,Netflixbuddy,gpt-4o-mini,1233,20,$0.000198,1 秒
2025-09-26 21:42:29,Netflixbuddy,gpt-4o-mini,1058,21,$0.000172,1 秒
2025-09-26 21:42:27,Netflixbuddy,gpt-4o-mini,1058,19,$0.000172,0 秒
2025-09-26 21:42:27,Netflixbuddy,gpt-4o-mini,1089,18,$0.000176,1 秒
2025-09-26 21:42:27,Netflixbuddy,gpt-4o-mini,1150,19,$0.000184,1 秒
2025-09-26 21:42:26,Netflixbuddy,gpt-4o-mini,1061,19,$0.000172,0 秒
2025-09-26 21:42:26,Netflixbuddy,gpt-4o-mini,1070,23,$0.000176,1 秒
2025-09-26 21:42:25,Netflixbuddy,gpt-4o-mini,1226,18,$0.000196,0 秒
2025-09-26 21:42:25,Netflixbuddy,gpt-4o-mini,1039,21,$0.000170,1 秒
2025-09-26 21:42:24,Netflixbuddy,gpt-4o-mini,992,18,$0.000160,0 秒
2025-09-26 21:42:24,Netflixbuddy,gpt-4o-mini,1049,18,$0.000170,1 秒
2025-09-26 21:42:23,Netflixbuddy,gpt-4o-mini,1181,20,$0.000190,1 秒
2025-09-26 21:42:15,Netflixbuddy,gpt-4o-mini,919,22,$0.000152,1 秒
2025-09-26 21:42:14,Netflixbuddy,gpt-4o-mini,1138,20,$0.000184,1 秒
2025-09-26 21:42:13,Netflixbuddy,gpt-4o-mini,915,24,$0.000152,1 秒
2025-09-26 21:42:13,Netflixbuddy,gpt-4o-mini,1099,19,$0.000178,1 秒
2025-09-26 21:42:11,Netflixbuddy,gpt-4o-mini,921,19,$0.000150,1 秒
2025-09-26 21:42:09,Netflixbuddy,gpt-4o-mini,1126,19,$0.000182,0 秒
2025-09-26 21:42:08,Netflixbuddy,gpt-4o-mini,1079,20,$0.000174,1 秒
2025-09-26 21:42:06,Netflixbuddy,gpt-4o-mini,1125,19,$0.000182,1 秒
2025-09-26 21:42:05,Netflixbuddy,gpt-4o-mini,1052,17,$0.000168,1 秒
2025-09-26 21:42:05,Netflixbuddy,gpt-4o-mini,963,17,$0.000156,0 秒
2025-09-26 21:42:04,Netflixbuddy,gpt-4o-mini,1062,20,$0.000172,1 秒
2025-09-26 21:42:04,Netflixbuddy,gpt-4o-mini,984,18,$0.000160,1 秒
2025-09-26 21:42:04,Netflixbuddy,gpt-4o-mini,1092,21,$0.000178,1 秒
2025-09-26 21:42:04,Netflixbuddy,gpt-4o-mini,963,21,$0.000158,1 秒
2025-09-26 21:42:03,Netflixbuddy,gpt-4o-mini,1045,19,$0.000170,1 秒
2025-09-26 21:42:03,Netflixbuddy,gpt-4o-mini,1016,21,$0.000166,1 秒
2025-09-26 21:42:02,Netflixbuddy,gpt-4o-mini,979,22,$0.000162,0 秒
2025-09-26 21:42:02,Netflixbuddy,gpt-4o-mini,1046,18,$0.000168,1 秒
2025-09-26 21:42:02,Netflixbuddy,gpt-4o-mini,1147,21,$0.000186,1 秒
2025-09-26 21:42:01,Netflixbuddy,gpt-4o-mini,1086,17,$0.000174,1 秒
2025-09-26 21:42:01,Netflixbuddy,gpt-4o-mini,1041,22,$0.000170,0 秒
2025-09-26 21:42:00,Netflixbuddy,gpt-4o-mini,1169,22,$0.000190,1 秒
2025-09-26 21:41:59,Netflixbuddy,gpt-4o-mini,1059,19,$0.000172,0 秒
2025-09-26 21:41:57,Netflixbuddy,gpt-4o-mini,1111,17,$0.000178,1 秒
2025-09-26 21:41:55,Netflixbuddy,gpt-4o-mini,1106,19,$0.000178,7 秒
2025-09-26 21:41:51,Netflixbuddy,gpt-4o-mini,893,20,$0.000146,1 秒
2025-09-26 21:41:50,Netflixbuddy,gpt-4o-mini,912,18,$0.000148,1 秒
2025-09-26 21:41:50,Netflixbuddy,gpt-4o-mini,1107,21,$0.000180,1 秒
2025-09-26 21:41:50,Netflixbuddy,gpt-4o-mini,1023,23,$0.000168,1 秒
2025-09-26 21:41:48,Netflixbuddy,gpt-4o-mini,896,18,$0.000146,0 秒
2025-09-26 21:41:47,Netflixbuddy,gpt-4o-mini,1115,20,$0.000180,1 秒
2025-09-26 21:41:41,Netflixbuddy,gpt-4o-mini,981,24,$0.000162,1 秒
2025-09-26 21:41:39,Netflixbuddy,gpt-4o-mini,981,20,$0.000160,9 秒
2025-09-26 21:41:36,Netflixbuddy,gpt-4o-mini,939,21,$0.000154,0 秒
2025-09-26 21:41:35,Netflixbuddy,gpt-4o-mini,941,19,$0.000154,0 秒
2025-09-26 21:41:35,Netflixbuddy,gpt-4o-mini,868,20,$0.000144,1 秒
2025-09-26 21:41:35,Netflixbuddy,gpt-4o-mini,825,19,$0.000136,0 秒
2025-09-26 21:41:34,Netflixbuddy,gpt-4o-mini,898,16,$0.000146,1 秒
2025-09-26 21:41:33,Netflixbuddy,gpt-4o-mini,926,18,$0.000150,1 秒
2025-09-26 21:41:33,Netflixbuddy,gpt-4o-mini,944,18,$0.000154,1 秒
2025-09-26 21:41:33,Netflixbuddy,gpt-4o-mini,869,20,$0.000144,1 秒
2025-09-26 21:41:31,Netflixbuddy,gpt-4o-mini,935,18,$0.000152,0 秒
2025-09-26 21:41:31,Netflixbuddy,gpt-4o-mini,1029,16,$0.000164,0 秒
2025-09-26 21:41:30,Netflixbuddy,gpt-4o-mini,911,25,$0.000152,1 秒
2025-09-26 21:41:30,Netflixbuddy,gpt-4o-mini,1056,18,$0.000170,1 秒
2025-09-26 21:41:30,Netflixbuddy,gpt-4o-mini,911,19,$0.000150,3 秒
2025-09-26 21:41:29,Netflixbuddy,gpt-4o-mini,1029,19,$0.000166,1 秒
2025-09-26 21:41:28,Netflixbuddy,gpt-4o-mini,1019,18,$0.000164,1 秒
2025-09-26 21:41:28,Netflixbuddy,gpt-4o-mini,1058,18,$0.000170,1 秒
2025-09-26 21:41:27,Netflixbuddy,gpt-4o-mini,971,19,$0.000158,2 秒
2025-09-26 21:41:26,Netflixbuddy,gpt-4o-mini,1114,15,$0.000178,1 秒
2025-09-26 21:41:26,Netflixbuddy,gpt-4o-mini,975,21,$0.000160,1 秒
2025-09-26 21:41:25,Netflixbuddy,gpt-4o-mini,984,18,$0.000160,1 秒
2025-09-26 21:41:24,Netflixbuddy,gpt-4o-mini,1102,19,$0.000178,1 秒
2025-09-26 21:41:24,Netflixbuddy,gpt-4o-mini,909,18,$0.000148,1 秒
2025-09-26 21:41:24,Netflixbuddy,gpt-4o-mini,911,18,$0.000148,1 秒
2025-09-26 21:41:23,Netflixbuddy,gpt-4o-mini,1047,17,$0.000168,1 秒
2025-09-26 21:41:22,Netflixbuddy,gpt-4o-mini,860,20,$0.000142,1 秒
2025-09-26 21:41:22,Netflixbuddy,gpt-4o-mini,975,19,$0.000158,1 秒
2025-09-26 21:41:20,Netflixbuddy,gpt-4o-mini,1082,19,$0.000174,1 秒
2025-09-26 21:41:04,Netflixbuddy,gpt-4o-mini,794,20,$0.000132,1 秒
2025-09-26 21:41:04,Netflixbuddy,gpt-4o-mini,781,17,$0.000128,1 秒
2025-09-26 21:41:03,Netflixbuddy,gpt-4o-mini,813,20,$0.000134,1 秒
2025-09-26 21:41:03,Netflixbuddy,gpt-4o-mini,899,20,$0.000148,1 秒
2025-09-26 21:41:03,Netflixbuddy,gpt-4o-mini,757,10,$0.000120,1 秒
2025-09-26 21:41:02,Netflixbuddy,gpt-4o-mini,962,21,$0.000158,0 秒
2025-09-26 21:41:02,Netflixbuddy,gpt-4o-mini,997,20,$0.000162,1 秒
2025-09-26 21:41:02,Netflixbuddy,gpt-4o-mini,886,18,$0.000144,1 秒
2025-09-26 21:41:02,Netflixbuddy,gpt-4o-mini,818,20,$0.000136,3 秒
2025-09-26 21:41:01,Netflixbuddy,gpt-4o-mini,831,20,$0.000138,1 秒
2025-09-26 21:41:01,Netflixbuddy,gpt-4o-mini,792,18,$0.000130,0 秒
2025-09-26 21:41:01,Netflixbuddy,gpt-4o-mini,915,22,$0.000152,0 秒
2025-09-26 21:41:01,Netflixbuddy,gpt-4o-mini,769,18,$0.000128,1 秒
2025-09-26 21:41:01,Netflixbuddy,gpt-4o-mini,763,22,$0.000128,1 秒
2025-09-26 21:41:00,Netflixbuddy,gpt-4o-mini,806,16,$0.000132,1 秒
2025-09-26 21:41:00,Netflixbuddy,gpt-4o-mini,777,18,$0.000128,1 秒
2025-09-26 21:41:00,Netflixbuddy,gpt-4o-mini,960,18,$0.000156,3 秒
2025-09-26 21:41:00,Netflixbuddy,gpt-4o-mini,991,22,$0.000162,0 秒
2025-09-26 21:40:59,Netflixbuddy,gpt-4o-mini,800,16,$0.000130,1 秒
2025-09-26 21:40:59,Netflixbuddy,gpt-4o-mini,909,17,$0.000148,1 秒
2025-09-26 21:40:58,Netflixbuddy,gpt-4o-mini,831,19,$0.000138,0 秒
