使用时间,令牌名称,模型名称,提示令牌,完成令牌,配额消耗,耗时
2025-09-27 11:14:20,Netflixbuddy,gpt-4o-mini,892,16,$0.000144,0 秒
2025-09-27 11:14:20,Netflixbuddy,gpt-4o-mini,910,22,$0.000150,1 秒
2025-09-27 11:14:20,Netflixbuddy,gpt-4o-mini,855,15,$0.000138,1 秒
2025-09-27 11:14:20,Netflixbuddy,gpt-4o-mini,1119,19,$0.000180,1 秒
2025-09-27 11:14:20,Netflixbuddy,gpt-4o-mini,1010,20,$0.000164,1 秒
2025-09-27 11:14:19,Netflixbuddy,gpt-4o-mini,1090,23,$0.000178,1 秒
2025-09-27 11:14:19,Netflixbuddy,gpt-4o-mini,977,21,$0.000160,2 秒
2025-09-27 11:14:19,Netflixbuddy,gpt-4o-mini,1063,22,$0.000174,0 秒
2025-09-27 11:14:18,Netflixbuddy,gpt-4o-mini,842,22,$0.000140,1 秒
2025-09-27 11:14:18,Netflixbuddy,gpt-4o-mini,880,18,$0.000144,1 秒
2025-09-27 11:14:18,Netflixbuddy,gpt-4o-mini,862,16,$0.000140,1 秒
2025-09-27 11:14:18,Netflixbuddy,gpt-4o-mini,948,25,$0.000158,1 秒
2025-09-27 11:14:18,Netflixbuddy,gpt-4o-mini,1165,23,$0.000190,1 秒
2025-09-27 11:14:17,Netflixbuddy,gpt-4o-mini,950,19,$0.000154,0 秒
2025-09-27 11:14:17,Netflixbuddy,gpt-4o-mini,1127,25,$0.000186,1 秒
2025-09-27 11:14:16,Netflixbuddy,gpt-4o-mini,1039,26,$0.000172,0 秒
2025-09-27 11:14:16,Netflixbuddy,gpt-4o-mini,1015,24,$0.000168,0 秒
2025-09-27 11:14:16,Netflixbuddy,gpt-4o-mini,885,21,$0.000146,1 秒
2025-09-27 11:14:16,Netflixbuddy,gpt-4o-mini,975,18,$0.000158,1 秒
2025-09-27 11:14:16,Netflixbuddy,gpt-4o-mini,1030,22,$0.000168,1 秒
2025-09-27 11:14:16,Netflixbuddy,gpt-4o-mini,831,18,$0.000136,2 秒
2025-09-27 11:14:16,Netflixbuddy,gpt-4o-mini,949,20,$0.000156,1 秒
2025-09-27 11:14:15,Netflixbuddy,gpt-4o-mini,912,20,$0.000150,1 秒
2025-09-27 11:14:15,Netflixbuddy,gpt-4o-mini,834,20,$0.000138,1 秒
2025-09-27 11:14:15,Netflixbuddy,gpt-4o-mini,1107,22,$0.000180,1 秒
2025-09-27 11:14:14,Netflixbuddy,gpt-4o-mini,988,19,$0.000160,1 秒
2025-09-27 11:14:14,Netflixbuddy,gpt-4o-mini,1060,21,$0.000172,1 秒
2025-09-27 11:14:14,Netflixbuddy,gpt-4o-mini,1002,20,$0.000164,1 秒
2025-09-27 11:14:14,Netflixbuddy,gpt-4o-mini,802,18,$0.000132,1 秒
2025-09-27 11:14:13,Netflixbuddy,gpt-4o-mini,910,17,$0.000148,0 秒
2025-09-27 11:14:13,Netflixbuddy,gpt-4o-mini,1034,24,$0.000170,1 秒
2025-09-27 11:14:13,Netflixbuddy,gpt-4o-mini,872,19,$0.000144,2 秒
2025-09-27 11:14:12,Netflixbuddy,gpt-4o-mini,855,16,$0.000138,0 秒
2025-09-27 11:14:12,Netflixbuddy,gpt-4o-mini,861,17,$0.000140,1 秒
2025-09-27 11:14:12,Netflixbuddy,gpt-4o-mini,984,19,$0.000160,0 秒
2025-09-27 11:14:11,Netflixbuddy,gpt-4o-mini,921,22,$0.000152,1 秒
2025-09-27 11:14:11,Netflixbuddy,gpt-4o-mini,813,16,$0.000132,1 秒
2025-09-27 11:14:11,Netflixbuddy,gpt-4o-mini,1061,20,$0.000172,1 秒
2025-09-27 11:14:11,Netflixbuddy,gpt-4o-mini,1013,24,$0.000168,1 秒
2025-09-27 11:14:11,Netflixbuddy,gpt-4o-mini,1038,19,$0.000168,1 秒
2025-09-27 11:14:10,Netflixbuddy,gpt-4o-mini,879,18,$0.000144,1 秒
2025-09-27 11:14:10,Netflixbuddy,gpt-4o-mini,866,20,$0.000142,1 秒
2025-09-27 11:14:10,Netflixbuddy,gpt-4o-mini,990,24,$0.000164,1 秒
2025-09-27 11:14:09,Netflixbuddy,gpt-4o-mini,1093,20,$0.000176,1 秒
2025-09-27 11:14:09,Netflixbuddy,gpt-4o-mini,902,16,$0.000146,1 秒
2025-09-27 11:14:09,Netflixbuddy,gpt-4o-mini,816,16,$0.000132,1 秒
2025-09-27 11:14:09,Netflixbuddy,gpt-4o-mini,1041,19,$0.000168,1 秒
2025-09-27 11:14:09,Netflixbuddy,gpt-4o-mini,926,21,$0.000152,2 秒
2025-09-27 11:14:08,Netflixbuddy,gpt-4o-mini,922,21,$0.000152,1 秒
2025-09-27 11:14:07,Netflixbuddy,gpt-4o-mini,798,17,$0.000130,1 秒
2025-09-27 11:14:07,Netflixbuddy,gpt-4o-mini,941,4,$0.000144,1 秒
2025-09-27 11:14:07,Netflixbuddy,gpt-4o-mini,776,17,$0.000128,1 秒
2025-09-27 11:14:07,Netflixbuddy,gpt-4o-mini,872,19,$0.000144,1 秒
2025-09-27 11:14:06,Netflixbuddy,gpt-4o-mini,773,21,$0.000130,2 秒
2025-09-27 11:14:05,Netflixbuddy,gpt-4o-mini,845,20,$0.000140,0 秒
